asset_name,file_name,file_format,file_size_mb,mesh_count,vertex_count,face_count,edge_count,surface_area,bounding_box_volume,vertex_density,polygon_density,bbox_x,bbox_y,bbox_z,is_watertight,is_winding_consistent,euler_number,duplicate_faces,degenerate_faces,material_count,texture_count,total_texture_pixels,total_texture_memory_mb,max_texture_width,max_texture_height,has_normal_map,has_displacement_map,complexity_tier,file_size_bytes,extraction_time_s,extracted_at,render_time_seconds,mesh_objects,rendered_at
Incense Holder_a78b8a0c245147c3a81586ad1c2af240,scene.gltf,gltf,0.0189,9.0,575173.0,1114112.0,1689181.0,7.435001,0.344357,1670280.8605,3235339.5415,1.158398,1.152161,0.258011,False,True,-75.0,,0.0,1,4,67108864,192.0,4096,4096,True,False,extreme,19788,52.3975,2026-06-14T09:29:48.962407,187.1251,9,2026-06-13T13:08:31.455125
Invasive danger_ Brushtail possum_9ea97f977ec8404d80b387987698b413,scene.gltf,gltf,0.0282,24.0,1507506.0,2317810.0,3825540.0,20956.925115,57416.319667,26.2557,40.3685,61.038715,29.232406,32.178471,False,True,-1835.0,,0.0,1,0,0,0.0,0,0,False,False,extreme,29578,4.648,2026-06-14T09:29:53.612362,212.1996,24,2026-06-13T13:12:10.772404
Jack-O-Lantern_4401ca909782413d9698aadcbdece7e3,scene.gltf,gltf,0.0327,28.0,1717067.0,1170385.0,2488195.0,45.29562,17.348515,98974.87,67463.1236,2.842652,2.516574,2.425096,False,True,-2168.0,,0.0,1,0,0,0.0,0,0,False,False,extreme,34333,2.2153,2026-06-14T09:29:55.829062,122.98,28,2026-06-13T13:14:20.927815
ju390_88eec6b796df4444a7b24383369f350c,scene.gltf,gltf,0.0858,57.0,1494229.0,1659330.0,3126533.0,1951.284572,0.74965,1993234.7989,2213472.1645,0.542647,1.15249,1.198682,False,False,1123.0,,54.0,18,30,7208960,19.625,1024,1024,False,False,extreme,89917,3.6312,2026-06-14T09:29:59.461499,84.7121,57,2026-06-13T13:15:53.248951
Just a Array test_re5lj8lu58loxCGyrqiZyVK6f3W,scene.gltf,gltf,0.0358,33.0,2133049.0,4369680.0,6581494.0,139291.914314,58503.013912,36.4605,74.6915,67.94244,71.309917,12.075001,False,True,-2639.0,,0.0,1,0,0,0.0,0,0,False,False,extreme,37574,8.6492,2026-06-14T09:30:08.112662,598.5681,33,2026-06-13T13:26:02.064309
Kamenný hrot _ Stone point_44c8b9eb87e74542b28564b23c22b9b6,scene.gltf,gltf,0.0213,13.0,823394.0,1160680.0,1980045.0,23746.73843,326073.362148,2.5252,3.5596,183.424599,68.159128,26.081569,False,True,-1549.0,,0.0,1,0,0,0.0,0,0,False,False,extreme,22345,2.5741,2026-06-14T09:30:10.710000,104.7817,13,2026-06-13T13:27:52.109032
Kamenný hrot _ Stone point_9219686694d143e6aeace1bd748de415,scene.gltf,gltf,0.0228,14.0,867210.0,1240186.0,2103458.0,26234.713409,409126.636358,2.1197,3.0313,63.609583,39.037136,164.762077,False,True,-2043.0,,0.0,1,0,0,0.0,0,0,False,False,extreme,23909,4.3239,2026-06-14T09:30:15.035264,111.2002,14,2026-06-13T13:29:49.899833
KIT_LUGGAGE_e51e18925798494c95261c62e118f779,scene.gltf,gltf,0.0545,35.0,42519.0,52779.0,94602.0,3888.189564,105.384936,403.4637,500.8211,14.142048,5.953701,1.251639,False,True,30.0,,0.0,33,0,0,0.0,0,0,False,False,mid,57171,0.3678,2026-06-14T09:30:15.405697,92.6759,35,2026-06-13T13:31:24.793518
L M Mule Model To 3 D Printer_e9e29d10977849c9b83a667c989ce7d2,scene.gltf,gltf,0.0529,49.0,3210842.0,1571278.0,3923103.0,118642.351889,1800802.674908,1.783,0.8725,227.946167,126.742661,62.331993,False,True,645.0,,0.0,1,0,0,0.0,0,0,False,False,extreme,55474,4.836,2026-06-14T09:30:20.258042,209.4871,49,2026-06-13T13:35:01.973235
L M Strati Scale Model To 3 D Printer_9f1a348e275944d79950c67459cc9104,scene.gltf,gltf,0.0363,34.0,2189698.0,1039452.0,2632154.0,193844.636698,1519383.666224,1.4412,0.6841,230.598022,122.698002,53.700012,False,True,15085.0,,0.0,1,0,0,0.0,0,0,False,False,extreme,38017,2.7459,2026-06-14T09:30:23.005472,498.8855,34,2026-06-13T13:43:27.009480
Lady Siobhan_55c8aba2022c46059ccaa8a9d51c3262,scene.gltf,gltf,0.0174,15.0,918629.0,1367986.0,2284272.0,32623.257294,59607.458026,15.4113,22.9499,31.830004,22.600002,82.862003,False,True,-1814.0,,0.0,1,0,0,0.0,0,0,False,False,extreme,18267,6.0823,2026-06-14T09:30:29.089673,334.0738,15,2026-06-13T13:49:14.309283
Lake Hefner Cove 10-7-2014_169e3cdf3c61415b825addc4162d0a58,scene.gltf,gltf,0.0262,17.0,1069774.0,1497936.0,2558774.0,414.042035,1393.876066,767.4814,1074.6551,17.991593,4.861807,15.935174,False,True,-2251.0,,0.0,1,2,134217728,384.0,8192,8192,False,False,extreme,27501,7.2959,2026-06-14T09:30:36.388854,232.2569,17,2026-06-13T13:53:21.110548
Landscape Arch - Arches National Park_a58fb51e211441d78d1aaf87d939d087,scene.gltf,gltf,0.0183,11.0,701578.0,1180448.0,1883362.0,5506.604079,14146.211562,49.5948,83.4462,14.817696,33.575905,28.433594,False,True,-919.0,,0.0,1,0,0,0.0,0,0,False,False,extreme,19222,5.3296,2026-06-14T09:30:41.722070,197.2387,11,2026-06-13T13:56:55.566989
Latécoère 631_9049113e3be94a9d8997f99a69f14c40,scene.gltf,gltf,0.0635,42.0,1429102.0,1586869.0,2987601.0,2306.937076,0.521322,2741305.8781,3043934.8049,0.462355,1.085615,1.038615,False,False,2376.0,,5.0,14,24,4587520,11.875,1024,1024,False,False,extreme,66592,7.5932,2026-06-14T09:30:49.318910,332.4818,42,2026-06-13T14:02:46.162714
Limestone_58c1ae0f4c024b2e99396d28e4b27acb,scene.gltf,gltf,0.0187,12.0,762402.0,1186560.0,1949490.0,8833.444905,119156.344879,6.3983,9.958,56.84836,45.965256,45.600494,False,True,-1794.0,,0.0,1,2,134217728,384.0,8192,8192,False,False,extreme,19592,7.148,2026-06-14T09:30:56.470215,401.2926,12,2026-06-13T14:09:43.202476
Louvre Pseudo-Seneca (VisualSFM)_919684a9c8f44f34bba281936ee06ed0,scene.gltf,gltf,0.0926,66.0,4310110.0,1437561.0,4311398.0,0.478545,0.0001,43166160883.9976,14397309907.7658,0.016133,0.078671,0.078671,False,True,21824.0,,4695.0,1,2,8388608,24.0,2048,2048,False,False,extreme,97085,15.9448,2026-06-14T09:31:12.420171,226.0906,66,2026-06-13T14:13:57.046183
MA Model 1_2f4066408c7a4ea69b3ac2448aa36b56,scene.gltf,gltf,0.7203,448.0,1171968.0,2309888.0,3470208.0,22553889.19219,865772.866455,1.3537,2.668,84.659401,99.118423,103.17498,False,True,26.0,,0.0,1,0,0,0.0,0,0,False,False,extreme,755325,10.1861,2026-06-14T09:31:22.634683,277.6233,448,2026-06-13T14:19:04.565800
Mandelbulb 3D Panorama 7_307f27d232c04ca9b65137d3b5b402bd,scene.gltf,gltf,0.0256,16.0,1045809.0,1966080.0,3010913.0,250842.087651,1735086.941531,0.6027,1.1331,113.265728,134.176491,114.168499,False,True,-159.0,,0.0,1,2,8388608,24.0,2048,2048,False,False,extreme,26813,17.1848,2026-06-14T09:31:39.846805,947.6426,16,2026-06-13T14:35:07.419830
Mano de pilotari  #3DST28_9ce0305541ba4510aa1e190a9821062a,scene.gltf,gltf,0.0185,11.0,583656.0,1004211.0,1587441.0,567.538558,691.947074,843.498,1451.283,10.256376,8.358864,8.071081,False,False,-491.0,,0.0,4,8,134217728,384.0,4096,4096,False,False,extreme,19451,5.0635,2026-06-14T09:31:44.913604,528.9718,11,2026-06-13T14:44:12.086235
Maxilar_4b07eaa7e09942ab8a3c5b72d700dc30,scene.gltf,gltf,0.0231,21.0,1315986.0,1908054.0,3218042.0,22921.527699,103487.98394,12.7163,18.4374,61.759203,35.748598,46.873699,False,False,-1057.0,,0.0,1,0,0,0.0,0,0,False,False,extreme,24254,15.0325,2026-06-14T09:31:59.994420,537.1643,21,2026-06-13T14:53:27.582959
mech_closed print_7704af5cbe464da9adb1b20d421452dc,scene.gltf,gltf,0.0155,13.0,806508.0,1232262.0,2020624.0,558670.860005,818747.952514,0.9851,1.5051,104.000748,70.212883,112.123581,False,True,-1040.0,,0.0,1,0,0,0.0,0,0,False,False,extreme,16206,9.6291,2026-06-14T09:32:09.636770,818.9023,13,2026-06-13T15:07:23.892706
Medieval Castle of Dracula -Poienari- by FAE_8b1e8004d7274645add478843373afef,scene.gltf,gltf,0.0463,31.0,1991126.0,1460443.0,3181317.0,13101.088895,8755.991475,227.4015,166.7936,34.248088,12.580444,20.322308,False,True,6308.0,,0.0,1,2,134217728,384.0,8192,8192,False,False,extreme,48591,10.2712,2026-06-14T09:32:19.915326,281.6302,31,2026-06-13T15:12:26.169917
Medieval Rupea fortress- Cetatea Rupea 2014_4ba1548845ad4e2ea92c4bcf43188ea4,scene.gltf,gltf,0.0322,21.0,1333272.0,1549999.0,2847079.0,598.66292,1568.962646,849.7793,987.9133,25.280107,10.276723,6.039195,False,True,-2291.0,,0.0,1,2,33554432,96.0,4096,4096,False,False,extreme,33724,10.1536,2026-06-14T09:32:30.072005,266.2298,21,2026-06-13T15:17:10.493577
Mersing Buildings_76773d26702c4fb3b417f4cdf2ff81f0,scene.gltf,gltf,0.0188,,,,,,,,,,,,,,,,,1,2,134217728,384.0,8192,8192,False,False,unknown,19727,4.3266,2026-06-14T09:32:34.401494,341.7684,12,2026-06-13T15:23:03.997185
U-Shaped Contemporary Modular Kitchen_13b9a404bd334aa2be386754fc68cd6b,scene.gltf,gltf,1.7541,769.0,838319.0,1046861.0,1837457.0,2590822.11638,14237.69608,58.8802,73.5274,23.166138,24.815186,24.766724,False,True,393.0,,0.0,59,16,7340032,21.0,2048,1024,False,False,extreme,1839347,67.0484,2026-06-14T09:33:43.724595,253.9993,769,2026-06-14T00:10:45.325202
UKE_Printable_b5b9962b4b74434287af14f2f5b3e34b,scene.gltf,gltf,0.0199,17.0,1088681.0,1495346.0,2569036.0,41784.690031,544940.944097,1.9978,2.7441,69.05793,64.798206,121.779139,False,True,-1999.0,,0.0,1,0,0,0.0,0,0,False,False,extreme,20911,5.0167,2026-06-14T09:33:48.742843,445.8181,17,2026-06-14T00:18:28.340537
Un tipo_kgn5WOjZPelquaU7JKIm6u8Jkya,scene.gltf,gltf,0.0591,52.0,1473221.0,1849808.0,3262797.0,1051.108287,1029.789576,1430.6039,1796.2971,15.43174,3.41426,19.545059,False,True,-875.0,,131.0,1,0,0,0.0,0,0,False,False,extreme,61974,4.4205,2026-06-14T09:33:53.165172,283.2317,52,2026-06-14T00:23:29.130824
Vodoo_4b481e052a714f3790c70f1d1fab9787,scene.gltf,gltf,0.1743,100.0,2422868.0,2430198.0,4809652.0,385162.818895,5641.407779,429.4793,430.7786,17.97371,16.25528,19.308801,False,True,1860.0,,0.0,12,6,25165824,72.0,2048,2048,False,False,extreme,182751,4.2957,2026-06-14T09:33:57.461759,512.2358,100,2026-06-14T00:32:19.171525
Wagner Monument in Sioux Falls_7ad41c8f8d54465c93d3852e7e3e9e0b,scene.gltf,gltf,0.0389,26.0,1670333.0,2742287.0,4412710.0,1.11148,0.012171,137242417.7055,225319201.5738,0.219257,0.193355,0.287082,False,True,396.0,,1.0,1,2,33554432,96.0,4096,4096,False,False,extreme,40753,6.2409,2026-06-14T09:34:03.703873,321.831,26,2026-06-14T00:38:04.157295
Wall2_c666ac7be3f244d1896968cb4dee2107,scene.gltf,gltf,0.0162,10.0,644360.0,1000008.0,1642209.0,36.087252,8.366509,77016.5942,119525.1262,7.738569,0.311283,3.473186,False,True,-110.0,,0.0,1,2,134217728,384.0,8192,8192,False,False,extreme,16948,2.7455,2026-06-14T09:34:06.450914,218.9827,10,2026-06-14T00:41:55.617275
Weathered Pyramid_3df06681eedc465b8b85325dc91b849c,scene.gltf,gltf,0.0474,43.0,2815030.0,1316452.0,3313776.0,4462.00053,31736.678416,88.6996,41.4805,40.153302,40.169966,19.676087,False,True,-2082.0,,0.0,1,0,0,0.0,0,0,False,False,extreme,49699,3.1098,2026-06-14T09:34:09.562510,568.1204,43,2026-06-14T00:51:45.374923
"West Ravine La Cotte de St Brelade, Jersey_5db59fbf267a4fabab2cca7ecaf80670",scene.gltf,gltf,0.041,29.0,1837915.0,2999987.0,4833956.0,1584.617752,624.548053,2942.792,4803.4526,10.023438,9.172539,6.792969,False,True,-828.0,,0.0,1,2,33554432,96.0,4096,4096,False,False,extreme,43006,6.0344,2026-06-14T09:34:15.597946,355.2708,29,2026-06-14T00:58:06.883419
Windows 001_53b947bf138045d49a0c9b73c22c3977,scene.gltf,gltf,0.033,21.0,1235121.0,2183021.0,3416438.0,37.397986,1.107155,1115580.6408,1971738.7738,1.887605,0.231705,2.53141,False,True,-246.0,,232.0,4,8,134217728,384.0,4096,4096,False,False,extreme,34644,4.9948,2026-06-14T09:34:20.594198,232.8832,21,2026-06-14T01:02:19.670079
Windows002_31e30616e77e4159a4c653cb7bcfcc1c,scene.gltf,gltf,0.3593,199.0,12922794.0,4999998.0,13784491.0,0.029841,3.8e-05,339480079923.8414,131349282566.8386,0.122551,0.040466,0.007676,False,False,-103.0,,300.0,4,8,134217728,384.0,4096,4096,False,False,extreme,376716,14.586,2026-06-14T09:34:35.181432,271.2983,199,2026-06-14T01:07:56.393715
Woodlawn Cemetery Grave Marker in Sioux Falls_e3a58fc4d6d74009860cb6d5cb53387e,scene.gltf,gltf,0.0175,11.0,702697.0,1130235.0,1830906.0,0.51239,0.02065,34028198.0516,54731784.0049,0.442303,0.237824,0.196315,False,True,-1629.0,,1.0,1,2,33554432,96.0,4096,4096,False,False,extreme,18386,3.2757,2026-06-14T09:34:38.458601,597.9394,11,2026-06-14T01:18:08.336960
xx_88ebf69935ba48028da4bf9295dccef0,scene.gltf,gltf,34.9433,,,,,,,,,,,,,,,,,1,0,0,0.0,0,0,False,False,unknown,36640732,18.6713,2026-06-14T09:34:57.132196,313.1277,36397,2026-06-14T01:58:17.366148
XYZ RGB Dragon_9ca1906eda1543fca14184b2beb08b33,scene.gltf,gltf,0.0705,62.0,4026054.0,7219045.0,11242940.0,39946.732179,15317.496454,262.8402,471.2941,46.876633,11.018145,29.656706,False,True,-423.0,,0.0,1,0,0,0.0,0,0,False,False,extreme,73878,15.2579,2026-06-14T09:35:12.391283,341.481,62,2026-06-14T02:04:42.648966
Zaslavl_fe0dfc6f882440cdbc8a207b116ad4ba,scene.gltf,gltf,0.1051,72.0,4658550.0,1552850.0,4658550.0,4.586464,2.86227,1627571.5959,542523.8653,1.596128,1.614116,1.110985,False,True,21844.0,,0.0,1,2,134217728,384.0,8192,8192,False,False,extreme,110162,4.1726,2026-06-14T09:35:16.565869,211.3055,72,2026-06-14T02:08:38.699848
Zombie work in progress 4 sketchfast 6_2bd42e7a24b744449c1df7621f5a3fc3,scene.gltf,gltf,0.0126,10.0,646846.0,1036478.0,1685266.0,374625.987882,26659707.513593,0.0243,0.0389,275.742584,191.159782,505.772266,False,True,-2294.0,,0.0,1,0,0,0.0,0,0,False,False,extreme,13190,2.114,2026-06-14T09:35:18.681079,256.3406,10,2026-06-14T02:13:10.386814
Замъкът Нойшванщайн_83bdd18796ba4576afde2c45475dadcb,scene.gltf,gltf,0.1386,83.0,2142883.0,1141891.0,2746416.0,128235.863591,22.204805,96505.3729,51425.4006,2.13238,5.12287,2.03268,False,False,-704.0,,0.0,19,12,20316160,58.125,4096,2048,False,False,extreme,145322,2.7166,2026-06-14T09:35:21.398879,324.2511,83,2026-06-14T02:19:03.905151
Семенков Александр Валерьевич Semenkov@powercity_000c9d5d8cef43e5821d2ba3f33b3da8,scene.gltf,gltf,0.0216,14.0,861204.0,1479780.0,2340666.0,526716.932728,18748952.020135,0.0459,0.0789,283.481018,198.613525,332.999969,False,True,-660.0,,0.0,1,2,524288,1.5,512,512,False,False,extreme,22694,3.1569,2026-06-14T09:35:24.557192,260.6582,14,2026-06-14T02:23:38.858115
野柳女王頭(33張照片)_d00dcfce113f4361adc0ec1fc619bb30,scene.gltf,gltf,0.0259,15.0,778469.0,1390333.0,2168958.0,48.903325,89.355325,8712.0606,15559.5988,4.945798,4.953821,3.647067,False,True,-285.0,,0.0,8,16,268435456,768.0,4096,4096,False,False,extreme,27135,3.265,2026-06-14T09:35:27.825127,199.3191,15,2026-06-14T02:27:09.952568
A380_8hWQW1izQKZLYOZD4PKXti0xIjn,scene.gltf,gltf,0.1085,68.0,395502.0,462242.0,837022.0,5179623918.66048,7961727713752.757,0.0,0.0,78997.109375,4493.023438,22431.45459,False,False,1392.0,,0.0,45,28,17956864,51.375,2048,2048,False,False,high,113745,1.2541,2026-06-14T09:35:29.082457,253.3349,68,2026-06-14T02:31:33.400427
Abe Lincoln Death Mask_9LdROfD3pDOroZJu7qPf1AztpLh,scene.gltf,gltf,0.0028,1.0,50518.0,100000.0,150501.0,148955.393283,10457001.304237,0.0048,0.0096,206.141365,179.685539,282.311707,False,True,17.0,,0.0,1,0,0,0.0,0,0,False,False,high,2967,0.2768,2026-06-14T09:35:29.360439,382.5152,1,2026-06-14T02:38:00.978850
Abstract Sculpt 1_7ZeJS3lDXeRmNkrATr8tvAn4rG1,scene.gltf,gltf,0.004,2.0,117882.0,202988.0,321529.0,141.897296,1026.574066,114.8305,197.7334,10.207614,10.670467,9.425028,False,True,-2773.0,,0.0,1,0,0,0.0,0,0,False,False,high,4243,0.4159,2026-06-14T09:35:29.777461,262.8132,2,2026-06-14T02:42:32.926774
Alberquinhas_9ajZaGp0RpvTgl2A9nbi1a0iFE6,scene.gltf,gltf,0.0396,,,,,,,,,,,,,,,,,16,8,2883584,8.25,1024,1024,False,False,unknown,41516,1.4024,2026-06-14T09:35:31.181222,253.3857,31,2026-06-14T02:47:04.632972
Alex_Brus_180x160.dae_zxbq6QAer4GT6BaR37lbT0nkRLY,scene.gltf,gltf,0.9836,,,,,,,,,,,,,,,,,32,0,0,0.0,0,0,False,False,unknown,1031359,0.5353,2026-06-14T09:35:31.717385,342.9288,587,2026-06-14T02:53:06.524586
Alfonso Turconi_yFOpXlvCmJwsXKPSvcpwEq4jArH,scene.gltf,gltf,0.0079,4.0,66642.0,111836.0,179518.0,1161.401524,10959.990505,6.0805,10.204,19.86256,27.27455,20.231,False,True,268.0,,0.0,2,4,50331648,144.0,4096,4096,False,False,high,8262,0.4119,2026-06-14T09:35:32.130055,176.4585,4,2026-06-14T02:56:09.687353
alphajet.zip_u9W4gcdGfgGCrkKcfztIcEI6kHB,scene.gltf,gltf,0.1098,67.0,93928.0,116518.0,207912.0,173.573244,0.001973,47610680.8659,59061209.7897,0.007182,0.704732,0.389775,False,True,279.0,,2.0,57,52,12320768,34.25,1024,1024,False,False,high,115171,0.4607,2026-06-14T09:35:32.591601,468.8244,67,2026-06-14T03:04:09.076599
Archer - Palais de Suse_hdJSmRLtZ67GtzSx8jCmTFzTDWB,scene.gltf,gltf,0.0084,4.0,97095.0,185754.0,282918.0,1098.22136,10536.580215,9.215,17.6294,17.444419,52.143702,11.58354,False,True,-179.0,,0.0,4,6,69206016,198.0,4096,4096,False,False,high,8774,0.4115,2026-06-14T09:35:33.003889,164.5445,4,2026-06-14T03:07:00.888658
Arm Study 1_2MTx8KldVGLXmgT6GM1Z8722pR1,scene.gltf,gltf,0.0415,21.0,1322858.0,441142.0,1323142.0,0.2147,0.023186,57053424.2887,19025973.8366,0.7909,0.19141,0.15316,False,True,21833.0,,0.0,1,0,0,0.0,0,0,False,False,high,43497,1.0539,2026-06-14T09:35:34.058694,676.2336,21,2026-06-14T03:18:29.469487
Armored Blade.obj_AoE5wVhcLuZH7GtncNmNCMUc6Vw,scene.gltf,gltf,0.0055,3.0,179796.0,325726.0,505252.0,161003.672096,894558.827923,0.201,0.3641,28.627352,368.779002,84.734749,False,True,-307.0,,0.0,1,0,0,0.0,0,0,False,False,high,5756,0.6411,2026-06-14T09:35:34.700898,269.6637,3,2026-06-14T03:23:09.670236
Audi-a4-2006.blend_1WgEBLE3EjfqIN6ovHLkZuwAQKN,scene.gltf,gltf,0.0714,56.0,330590.0,635904.0,966515.0,802.109915,0.859849,384474.492,739553.1244,0.29029,2.157,1.37322,False,True,-126.0,,0.0,13,0,0,0.0,0,0,False,False,high,74821,1.287,2026-06-14T09:35:35.988972,382.4893,56,2026-06-14T03:29:45.460939
Barrett M82A1_fp3p3Jqx6evgRt4pxWjsJOepbYB,scene.gltf,gltf,0.0083,5.0,101202.0,120423.0,216882.0,9667.805618,51753.062816,1.9555,2.3269,12.915169,141.094177,28.400558,False,True,3669.0,,0.0,1,0,0,0.0,0,0,False,False,high,8718,0.2462,2026-06-14T09:35:36.236237,338.332,5,2026-06-14T03:35:32.466301
bicycle_7GqoT5jMyKrB5UO08QV04aFjv2g,scene.gltf,gltf,0.036,23.0,83731.0,128278.0,210516.0,3046.709871,440.702902,189.9942,291.0759,13.719799,5.799601,5.538601,True,True,4.0,,0.0,20,0,0,0.0,0,0,False,False,high,37761,0.3105,2026-06-14T09:35:36.547853,245.7157,23,2026-06-14T03:39:47.978485
Blender Rollercoaster BGE_zYK4cqoPLsKsGGhgKAMLeDgNgkX,scene.gltf,gltf,0.0047,2.0,78751.0,111460.0,183134.0,17507.477441,14227726.412793,0.0055,0.0078,188.149078,641.276573,117.920153,False,True,3838.0,,0.0,1,0,0,0.0,0,0,False,False,high,4917,0.3479,2026-06-14T09:35:36.896836,182.1558,2,2026-06-14T03:42:58.716795
building five_4iBwedbmLphIqG8AvjT3RQZrBWB,scene.gltf,gltf,0.0387,26.0,168354.0,281750.0,442208.0,163.179775,1.024496,164328.5397,275013.163,0.85599,1.87073,0.63978,True,True,40.0,,0.0,6,0,0,0.0,0,0,False,False,high,40549,0.5107,2026-06-14T09:35:37.408891,1132.3209,26,2026-06-14T04:01:57.882753
bv170.zip_hIIQKdlfT0V4DdwkEv3ncbvLuc3,scene.gltf,gltf,0.0422,27.0,738680.0,819188.0,1544337.0,392.78162,0.607729,1215476.8104,1347950.4215,0.515335,1.014703,1.1622,False,False,1220.0,,32.0,11,20,3670016,9.5,1024,1024,False,False,high,44286,1.4551,2026-06-14T09:35:38.865150,320.1074,27,2026-06-14T04:07:37.436860
cactus_lfCvxbfSR16Q7M9TJQZCUXM15aN,scene.gltf,gltf,0.0071,3.0,115595.0,115904.0,223398.0,135.128996,635.408162,181.9224,182.4087,4.42961,9.75796,14.70037,False,True,4000.0,,0.0,3,2,65536,0.1875,128,256,False,False,high,7410,0.2755,2026-06-14T09:35:39.141839,226.6913,3,2026-06-14T04:11:33.004510
Cast bronze cube of gears scan_AhyolzL1gWWqxpfiRE2vKw7orXk,scene.gltf,gltf,0.0048,2.0,59104.0,109724.0,168751.0,4356.707173,66369.410218,0.8905,1.6532,64.209301,16.80475,61.5089,False,True,-8.0,,0.0,2,2,33554432,96.0,4096,4096,False,False,high,5073,0.4309,2026-06-14T09:35:39.574102,206.1988,2,2026-06-14T04:15:06.176145
Catapulta_akOb1b8oZdtpL63QdlJlEkSdM7t,scene.gltf,gltf,0.054,34.0,241357.0,125778.0,308775.0,1778.399435,1.084558,222539.5321,115971.6821,0.63508,0.55,3.105,False,True,11966.0,,0.0,6,6,786432,2.25,512,512,False,False,high,56634,0.504,2026-06-14T09:35:40.079322,207.9787,34,2026-06-14T04:18:49.038173
Caterpillar 797F Mining Truck_dZM64cBYmcGvXfIPfctL7VYthzj,scene.gltf,gltf,0.0573,43.0,416694.0,408956.0,787701.0,19366.135824,3234.75306,128.8179,126.4257,11.52514,19.432547,14.44326,False,True,6113.0,,2.0,1,0,0,0.0,0,0,False,False,high,60057,0.6595,2026-06-14T09:35:40.739802,693.5164,43,2026-06-14T04:30:29.790345
Chessboard_9B0brgbLr6CUvnVowLzRzV58NMf,scene.gltf,gltf,0.0487,34.0,180378.0,296142.0,466053.0,587.443338,16.236971,11109.0918,18238.7468,2.01524,2.01524,3.99808,False,True,3.0,,0.0,4,0,0,0.0,0,0,False,False,high,51027,0.585,2026-06-14T09:35:41.325967,518.1148,34,2026-06-14T04:39:19.065637
Chulupi Rojo_suWBmd6IS9JDXyukRxOaQ5RU6VE,scene.gltf,gltf,0.0236,20.0,482896.0,778193.0,1249395.0,310.741856,566.346456,852.6512,1374.0582,8.351145,8.127181,8.344422,False,True,-1490.0,,0.0,1,0,0,0.0,0,0,False,False,high,24740,2.0683,2026-06-14T09:35:43.395539,342.6703,20,2026-06-14T04:45:13.389760
Citroën 2 CV_tsUhcbfiXRKN6XODFXz8jMHOWI9,scene.gltf,gltf,0.0369,24.0,111620.0,116617.0,222106.0,52.126014,0.057583,1938422.2922,2025201.5091,0.619732,0.149929,0.619732,False,False,1239.0,,4.0,6,10,3407872,9.75,1024,1024,False,False,high,38706,0.3474,2026-06-14T09:35:43.744597,585.3078,24,2026-06-14T04:55:05.615620
Combat jet_h6T0P9JHOxnpjUVM0unwoSCHO2a,scene.gltf,gltf,0.0249,11.0,222692.0,279996.0,488741.0,7454.361406,15332.44747,14.5242,18.2617,29.54877,33.554351,15.46405,False,True,1924.0,,0.0,3,8,77594624,206.0,4096,4096,True,False,high,26059,1.6969,2026-06-14T09:35:45.443351,678.7056,11,2026-06-14T05:06:32.072580
Diving Suit_t5PbnyX2K5M7gcoImeE6ESMuDMY,scene.gltf,gltf,0.0986,66.0,167072.0,282492.0,442559.0,4463.861063,2.706223,61736.2299,104386.0794,2.47498,1.95012,0.5607,False,True,-113.0,,0.0,6,0,0,0.0,0,0,False,False,high,103393,0.9695,2026-06-14T09:35:46.414383,196.0826,66,2026-06-14T05:09:56.895991
dragon nosuke_zBcOd1t24kYQXXjq0O95buSQvnr,scene.gltf,gltf,0.4701,208.0,276430.0,270918.0,513374.0,878.788187,1.720091,160706.6523,157502.1699,1.06818,1.49495,1.07716,False,True,62.0,,4.0,73,0,0,0.0,0,0,False,False,high,492980,1.0513,2026-06-14T09:35:47.467237,413.879,213,2026-06-14T05:17:12.375684
Duke Fleed_1ssHbLJHVA0GVNz1cNJ7F8D1TZl,scene.gltf,gltf,0.0433,29.0,812177.0,979650.0,1690266.0,241.041404,0.566752,1433038.5568,1728534.8172,4.1902,0.38761,0.34895,False,True,-7.0,,4.0,18,2,2097152,6.0,1024,1024,False,False,high,45454,2.5188,2026-06-14T09:35:49.987677,220.5089,29,2026-06-14T05:21:11.277752
DumpTruck_qCWXrNLMlMOEtD5rcS0zOKbdkbB,scene.gltf,gltf,0.02,12.0,86868.0,157384.0,243932.0,133.308707,35.576887,2441.6976,4423.771,2.57868,4.77439,2.889699,False,True,46.0,,0.0,9,2,8388608,24.0,2048,2048,False,False,high,20982,0.5335,2026-06-14T09:35:50.522526,411.1653,12,2026-06-14T05:28:09.684986
Edengrad_AK47 High Poly_9tKrCMawi9IdvviI7jS7GwQdUKQ,scene.gltf,gltf,0.0184,14.0,516181.0,573676.0,1017209.0,38.645676,0.96627,534199.2905,593701.264,0.28136,0.82631,4.15617,False,True,140.0,,0.0,1,0,0,0.0,0,0,False,False,high,19258,1.396,2026-06-14T09:35:51.919804,270.9105,14,2026-06-14T05:32:55.537826
Elder Scrolls Online Logo_8xTNtXKXQKDb6xcwhWpm8ywDM6a,scene.gltf,gltf,0.0113,9.0,431120.0,849216.0,1280137.0,3486.436868,1510.789931,285.3607,562.1006,21.003695,3.401221,21.148206,False,True,-55.0,,0.0,1,0,0,0.0,0,0,False,False,high,11857,1.8228,2026-06-14T09:35:53.743861,411.7295,9,2026-06-14T05:39:55.306119
